team,player_id,actions,aerial_events,aerial_wins,average_x,average_y,blocks,box_passes,carries,carry_progression_sum,clearances,completed_passes,counterpressures,crosses,dribbled_past,dribbles,duels,duels_won,final_third_passes,fouls,goals,interceptions,interceptions_won,key_passes,minutes,pass_progression_sum,passes,pressures,progressive_carries,progressive_passes,recoveries,shots,successful_dribbles,successful_under_pressure_actions,switches,through_balls,turnovers,under_pressure_actions,xg_sum,player,position,position_group,aerial_dominance_index,pressing_intensity_index,speed_recovery_index,shots_p90,progressive_carries_p90,dribbles_p90,clearances_p90,progressive_passes_p90,key_passes_p90,crosses_p90,interceptions_p90,turnovers_p90,xg_p90,duel_win_rate,pass_completion,aerial_dominance_index_percentile,pressing_intensity_index_percentile,speed_recovery_index_percentile,vaep_total,vaep_offense,vaep_defense,total_touches,xt_total,xa_sum,events_with_360_context,vaep_off_p90,vaep_def_p90,vaep_total_p90,vaep_per_touch,xt_p90,xa_p90,raw_final_player_rating,rating_minutes_reliability,final_player_rating,team_rank,player_evaluation_score,pass_start_x,pass_start_y,line_breaking_pass_rate,pressure_state_rate,distribution_under_pressure,pass_receipt_x,pass_receipt_y,playstyle_cluster,functional_role,spatial_point_count,final_third_share,average_spatial_x,average_spatial_y,Functional role
Brazil,13620,826,10,4,203.8265819366834,248.84168168857428,8,2,213,593.5,4,251,31,3,1,0,16,8,20,7,0,2,2,0,363.58333333333337,2610.6,277,50,18,78,20,5,0,49,5,0,32,57,0.258765465,Éder Gabriel Militão,Right Back,Fullback/Wingback,0.4,13.862021544808616,4.950721980288791,1.2376804950721978,4.455649782259912,0.0,0.9901443960577583,19.307815723126286,0.0,0.7426082970433188,0.49507219802887914,7.921155168462066,0.0640537937657575,0.5,0.9061371841155235,50.51470588235294,58.235294117647065,81.17647058823529,0.27334026677999645,0.4677870124578476,-0.19444674567785114,731,0.13100665854603114,0.0,847,0.11579417223343465,-0.04813258889114811,0.06766158334228653,0.0003739264935430868,0.032428877201401245,0.0,0.04042874505948644,0.5479090794926536,0.05699580028073842,5,0.05699580028073842,53.101805054151626,63.54332129963899,0.2490974729241877,0.06859205776173286,0.5789473684210527,51.78913043478261,61.53565217391305,6,Box-to-Box Runner,1150,0.21391304347826087,54.71833206973206,60.2261917526505,Box-to-Box Runner
Brazil,5539,780,14,7,244.40586003547898,139.87825887093595,18,5,176,254.09999999999997,7,217,27,2,5,2,18,6,23,8,2,6,6,4,409.0666666666667,2080.1000000000004,258,54,5,57,15,10,2,84,5,3,44,95,1.1432915347,Carlos Henrique Casimiro,Left Defensive Midfield,Defensive Midfield,0.5,13.200782268578877,3.300195567144719,2.2001303780964796,1.1000651890482398,0.4400260756192959,1.5400912646675358,12.540743155149933,0.8800521512385918,0.4400260756192959,1.3200782268578877,9.680573663624509,0.2515390436514015,0.3333333333333333,0.8410852713178295,60.514705882352935,53.23529411764706,51.911764705882355,-0.06757419529458275,0.07846718234941363,-0.14604137764399638,665,0.2092658743466381,0.213709922,802,0.017263803157058083,-0.032131007141361655,-0.01486720398430357,-0.00010161533127004924,0.04604122072489592,0.04701896914928291,0.0017441575534463839,0.5769086122602483,0.013702499551659855,6,0.013702499551659855,61.927131782945736,35.473643410852716,0.2596899224806202,0.16279069767441862,0.7380952380952381,64.15324074074074,34.855555555555554,2,Ball-Winner,1138,0.28031634446397186,62.53418448870171,35.890176185348686,Ball-Winner
Brazil,3295,960,12,7,176.022716874434,128.18493231182276,4,3,263,754.0,10,320,17,1,1,1,11,5,28,2,0,8,6,4,409.0666666666667,3171.7,335,22,18,116,10,2,0,33,11,2,15,38,0.20821556,Thiago Emiliano da Silva,Right Center Back,Center Back,0.5833333333333334,6.600391134289438,2.2001303780964796,0.4400260756192959,3.960234680573663,0.22001303780964795,2.2001303780964796,25.521512385919163,0.8800521512385918,0.22001303780964795,1.7601043024771836,3.300195567144719,0.04581013787483702,0.45454545454545453,0.9552238805970149,71.39705882352942,17.205882352941178,28.08823529411765,0.07086628860997735,0.19368386880523758,-0.12281758019526023,893,0.12792725112931788,0.6978460980000001,969,0.04261297635056563,-0.027021468915189258,0.01559150743537637,7.93575460358089e-05,0.028145663139598945,0.15353523994458929,0.013448693609418716,0.5769086122602483,0.004239638457867744,7,0.004239638457867744,44.80985074626865,33.20059701492538,0.20597014925373133,0.04477611940298507,0.7333333333333333,43.053242320819116,32.09112627986348,0,Deep Playmaker,1446,0.03872752420470263,46.4106009731888,33.2823758267389,Deep Playmaker
Brazil,4372,1032,15,8,247.57255031584432,187.231498788677,6,5,289,1231.6,10,345,12,1,2,2,12,3,33,1,0,3,1,5,455.0166666666667,2606.2,359,21,44,92,13,2,0,45,6,1,15,52,0.86164184,Marcos Aoás Corrêa,Left Center Back,Center Back,0.5333333333333333,4.747078861580161,2.5713343833559206,0.39558990513168013,8.702977912896962,0.39558990513168013,1.9779495256584005,18.197135636057286,0.9889747628292003,0.19779495256584007,0.5933848576975201,2.966924288487601,0.17042840687154318,0.25,0.9610027855153204,66.02941176470588,11.617647058823529,35.88235294117647,-0.12151100106711965,-0.0739537825138541,-0.04755721855326556,966,0.17213501136848017,0.697003934,1040,-0.014627684904392223,-0.00940657778790645,-0.024034262692298674,-0.00012578778578376776,0.034047436408548876,0.1378638600637339,-0.005245380400174692,0.6026577779739962,-0.006466031383484183,8,-0.006466031383484183,50.06183844011142,40.168245125348186,0.17270194986072424,0.06128133704735376,0.7727272727272727,47.3961661341853,39.32683706070287,0,Deep Playmaker,1555,0.08938906752411575,50.09101893979277,39.08192888122456,Deep Playmaker
Brazil,5547,210,0,0,39.77569760184248,164.97130095390048,0,0,49,68.7,0,80,0,0,0,0,0,0,1,0,0,0,0,0,394.98333333333335,1532.8,94,0,0,31,22,0,0,18,1,0,14,21,0.0,Alisson Ramsés Becker,Goalkeeper,Goalkeeper,0.0,0.0,5.012869741339297,0.0,0.0,0.0,0.0,7.0635891809781,0.0,0.0,0.0,3.190008017215916,0.0,0.0,0.851063829787234,15.0,2.941176470588235,82.20588235294117,-0.4798408828501124,0.0029619448541780002,-0.4828028277042904,187,0.0054958658857749325,0.0,248,0.0006749019879556606,-0.11001034936508579,-0.10933544737713012,-0.00256599402593643,0.0012522754455118205,0.0,-0.055187066807243626,0.5683349720616802,-0.05370079697601446,9,-0.05370079697601446,11.03404255319149,40.39042553191489,0.23404255319148937,0.0851063829787234,0.75,12.181818181818182,39.804545454545455,7,Goalkeeper,296,0.0033783783783783786,14.542229728642349,40.57398661149515,Goalkeeper
Croatia,5474,1066,30,15,515.2957347230491,110.65206378829288,12,13,227,958.5,11,214,32,28,11,17,26,8,6,11,1,11,5,9,686.8166666666666,1888.1,304,98,35,35,21,16,8,140,12,1,114,165,0.7556302262999999,Ivan Perišić,Left Wing,Attacking Midfield/Wing,0.5,14.283287631342668,2.7518260574146427,2.096629377077823,4.586376762357737,2.227668713145187,1.4414326967410034,4.586376762357737,1.1793540246062755,3.6691014098861903,1.4414326967410034,14.938484311679488,0.09901728316678395,0.3076923076923077,0.7039473684210527,60.514705882352935,60.882352941176464,40.14705882352941,3.1062101613351842,3.1501070173835615,-0.04389685604837723,910,0.4976401911686181,0.720360317,1122,0.412787932099086,-0.005752214872024001,0.40703571722706194,0.003413417759708994,0.06521044025117179,0.09439553766895582,0.21758397199167803,0.6959921633535442,0.21436919772653526,1,0.21436919772653526,74.25263157894737,13.415131578947367,0.13815789473684212,0.16776315789473684,0.6862745098039216,79.00062111801242,15.48416149068323,4,Wide Creator,1419,0.46370683579985905,71.46887754091472,18.921861284419357,Wide Creator
Croatia,5460,654,5,1,551.6579919736372,323.4436794900884,8,5,166,419.9,0,151,10,7,1,7,6,1,3,1,2,0,0,5,478.43333333333334,451.09999999999997,173,38,13,7,12,10,3,113,6,0,36,123,1.087257213,Andrej Kramarić,Right Wing,Attacking Midfield/Wing,0.2,7.148331359297708,2.2573677976729605,1.8811398313941337,2.445481780812374,1.3167978819758934,0.0,1.3167978819758934,0.9405699156970668,1.3167978819758934,0.0,6.772103393018881,0.20452828503448756,0.16666666666666666,0.8728323699421965,35.147058823529406,19.11764705882353,30.0,1.9391047792305471,1.7972883864713367,0.14181639275921043,603,0.05447792395775752,0.272332309,686,0.33809507722933246,0.026677646516398534,0.364772723745731,0.0032157624862861477,0.010248059268859841,0.051229515383543506,0.18540070247252333,0.614610542542714,0.19372843942023768,2,0.19372843942023768,76.61271676300578,47.71271676300577,0.057803468208092484,0.1907514450867052,0.8181818181818182,81.61880341880341,46.02863247863248,1,Target Forward,933,0.4608788853161844,75.34802508200545,44.765621948235605,Target Forward
Croatia,5456,1526,8,6,435.45808956560427,171.94759380925754,8,9,404,1341.2,6,416,52,3,10,14,27,15,48,3,0,8,5,9,649.9166666666667,2703.8999999999996,456,136,46,88,28,3,10,219,7,1,55,230,0.34514701999999997,Mateo Kovačić,Left Center Midfield,Central/Wide Midfield,0.75,21.187331709193483,3.8774201820746246,0.41543787665085263,6.37004744197974,1.9387100910373123,0.8308757533017053,12.186177715091677,1.246313629952558,0.41543787665085263,1.107834337735607,7.616361071932298,0.047795715040389784,0.5555555555555556,0.9122807017543859,85.44117647058823,86.47058823529412,63.52941176470588,1.627625709559652,1.6871967632177984,-0.05957105365814641,1324,0.46599883278987747,1.272942026,1582,0.23364181360113118,-0.008249357347198118,0.22539245625393306,0.0012293245540480756,0.06453118853866747,0.17627611079369146,0.12597126320091445,0.6841828230546539,0.13018393734645922,3,0.13018393734645922,64.85811403508772,25.255263157894735,0.17982456140350878,0.12938596491228072,0.8813559322033898,62.87939814814815,24.018287037037037,2,Ball-Winner,2244,0.21746880570409982,63.266577859411434,26.925697330609275,Ball-Winner
Croatia,5463,1708,10,5,435.1250585802281,340.2940175929571,5,17,458,1473.2,2,463,47,18,10,10,18,7,61,15,1,17,15,6,672.6666666666666,4540.2,549,115,51,151,37,7,5,214,15,0,103,234,1.12735736,Luka Modrić,Right Center Midfield,Central/Wide Midfield,0.5,17.92864222001982,4.950445986124876,0.9365708622398414,6.823587710604559,1.337958374628345,0.267591674925669,20.203171456888008,0.802775024777007,2.408325074331021,2.2745292368681866,13.780971258671952,0.1508357221010902,0.3888888888888889,0.843351548269581,60.514705882352935,78.52941176470588,81.02941176470588,0.6479069146735128,0.7861065569741186,-0.13819964230060577,1529,0.6883087868642112,0.6279758373,1776,0.10517778512537762,-0.018490536878673716,0.0866872482467039,0.0004237455295444819,0.09209285057152479,0.08402055305797819,0.06188931789652026,0.6915695681973955,0.08576828257103054,4,0.08576828257103054,64.02896174863388,47.90200364298725,0.25136612021857924,0.12386156648451731,0.7941176470588235,61.7686475409836,49.01434426229508,2,Ball-Winner,2555,0.23209393346379648,62.53858464951825,46.859296423576986,Ball-Winner
Croatia,12625,835,11,3,297.27353774948364,45.87041194237966,8,4,212,776.5999999999999,16,222,19,18,5,7,17,4,14,4,0,4,0,2,440.4666666666667,2238.5,276,47,30,61,12,2,3,76,6,0,61,88,0.048374664,Borna Sosa,Left Back,Fullback/Wingback,0.2727272727272727,10.625094596639928,2.451944906916906,0.408657484486151,6.129862267292266,1.4303011957015286,3.269259875889208,12.464053276827606,0.408657484486151,3.677917360375359,0.817314968972302,12.464053276827606,0.009884334251551384,0.23529411764705882,0.8043478260869565,41.10294117647059,38.529411764705884,32.64705882352941,0.6358017144229962,0.7064211728866212,-0.07061945846362505,736,0.33399072002878727,0.552014716,857,0.1443421497498015,-0.01442958512575962,0.12991256462404188,0.0008638610250312448,0.06824390374434126,0.11279247261994853,0.07886422136839857,0.594850094534978,0.07813897445369905,5,0.07813897445369905,61.98478260869565,8.098188405797101,0.2318840579710145,0.11231884057971014,0.7419354838709677,62.70862068965517,8.546551724137931,4,Wide Creator,1162,0.3123924268502582,61.601233099445786,11.604362855869578,Wide Creator
Croatia,29163,1160,10,4,353.6686714661504,416.0818772996099,14,14,299,1030.8,18,326,14,15,1,4,19,7,24,1,0,6,3,7,624.1333333333333,3194.2000000000003,406,50,31,83,31,1,2,72,7,0,89,78,0.041306578,Josip Juranović,Right Back,Fullback/Wingback,0.4,8.507797479171117,4.470198675496689,0.14419995727408674,4.470198675496689,0.576799829096347,2.595599230933561,11.9685964537492,1.009399700918607,2.162999359111301,0.8651997436445205,12.833796197393719,0.005956406782738731,0.3684210526315789,0.8029556650246306,50.51470588235294,26.323529411764707,74.48529411764706,0.24460915575764375,0.7916652921485365,-0.5470561363908928,1030,0.482020279968564,0.29054625700000003,1182,0.11415810130319635,-0.07888547149409371,0.03527262980910265,0.00023748461724043082,0.06950730377671026,0.04189675784554583,0.03160902104506551,0.6753715192612899,0.04636829704949713,6,0.04636829704949713,62.94261083743842,70.86945812807882,0.23645320197044334,0.06403940886699508,0.8461538461538461,63.57877813504823,70.27427652733118,6,Box-to-Box Runner,1592,0.271356783919598,61.0280440600483,66.99010270922312,Box-to-Box Runner
Croatia,5469,1638,16,10,340.3282951670484,235.72324720948134,18,2,440,980.9,8,472,31,2,15,8,18,5,39,14,1,10,8,5,569.8666666666667,3159.0,529,96,27,104,32,5,5,184,17,1,70,204,1.368818893,Marcelo Brozović,Center Defensive Midfield,Defensive Midfield,0.625,16.74075807206364,5.053813757604118,0.7896583996256434,4.264155357978474,1.2634534394010295,1.2634534394010295,16.424894712213383,0.7896583996256434,0.3158633598502574,1.5793167992512869,11.055217594759007,0.21617986728474498,0.2777777777777778,0.8922495274102079,75.51470588235294,73.23529411764706,82.6470588235294,-0.17480344932846492,0.11698716827231692,-0.29179061760078184,1467,0.15518583533295546,0.104256374,1699,0.018475980014930726,-0.0460829824240823,-0.027607002409151572,-0.00011915708884012605,0.024508759674718047,0.016465384288722507,-0.008937496396284213,0.6551195585530349,0.004494168860213808,7,0.004494168860213808,58.11984877126655,38.912098298676746,0.17391304347826086,0.14177693761814744,0.7866666666666666,59.15635593220339,39.41991525423729,2,Ball-Winner,2483,0.1594844945630286,58.28826866598149,38.74055229598027,Ball-Winner
Croatia,33018,1566,15,7,280.62789579465533,173.21313221149128,13,1,422,1416.3,43,463,36,1,5,2,23,11,29,9,1,14,8,1,720.2833333333333,5336.7,510,77,46,168,35,2,2,70,11,3,50,75,0.186105118,Joško Gvardiol,Left Center Back,Center Back,0.4666666666666667,11.870328805794017,4.373279033713585,0.24990165906934772,5.747738158594998,0.24990165906934772,5.372885669990976,20.991739361825207,0.12495082953467386,0.12495082953467386,1.749311613485434,6.247541476733693,0.023253988874748364,0.4782608695652174,0.907843137254902,55.07352941176471,44.85294117647059,72.20588235294117,-0.15303117761504836,0.35463657278887695,-0.5076677504039253,1364,0.1543674017024486,0.07960723,1592,0.04431213395330392,-0.06343350654097223,-0.019121372587668307,-0.00011219294546557798,0.019288334895833176,0.009946989425457575,-0.005736677198307191,0.705964029599621,-0.006495508369852976,8,-0.006495508369852976,42.67,23.903529411764705,0.24313725490196078,0.054901960784313725,0.8214285714285714,41.24964705882353,24.556235294117645,0,Deep Playmaker,2324,0.04948364888123924,43.0552148872041,25.905123296297194,Deep Playmaker
Croatia,3471,1317,32,25,236.63641093197995,309.16689696715093,8,1,357,1145.5,36,407,16,1,2,0,16,6,17,3,0,7,6,1,624.1333333333333,4669.8,454,37,41,139,11,4,0,48,15,0,49,57,0.381529793,Dejan Lovren,Right Center Back,Center Back,0.78125,6.344798120059816,1.586199530014954,0.576799829096347,5.912198248237556,0.0,5.191198461867122,20.043794061098055,0.14419995727408674,0.14419995727408674,1.009399700918607,7.06579790643025,0.05501657984939115,0.375,0.8964757709251101,87.5,16.176470588235293,17.205882352941178,-0.16649650387989823,0.28294016994186677,-0.449436673821765,1204,0.08520615200246096,0.02684295,1331,0.04079996041674003,-0.06480874916250617,-0.02400878874576614,-0.00013828613279061314,0.01228672347824421,0.003870752243110447,-0.00958853551707141,0.6753715192612899,-0.009175895170995128,9,-0.009175895170995128,40.82180616740088,53.164317180616735,0.23348017621145375,0.06607929515418502,0.7,39.463824289405686,51.51705426356589,0,Deep Playmaker,1947,0.03852080123266564,42.065954343566204,50.8651480723446,Deep Playmaker
Croatia,16531,498,0,0,59.749921812875954,284.1788834027466,0,0,122,258.3,0,189,0,0,1,0,0,0,6,1,0,0,0,0,720.2833333333333,5445.299999999999,228,2,1,92,33,0,0,38,10,0,39,47,0.0,Dominik Livaković,Goalkeeper,Goalkeeper,0.0,0.24990165906934772,4.123377374644237,0.0,0.12495082953467386,0.0,0.0,11.495476317189995,0.0,0.0,0.0,4.873082351852281,0.0,0.0,0.8289473684210527,15.0,6.323529411764706,68.52941176470588,-1.7066604323626962,0.11377235910185846,-1.8204327914645546,463,0.02350887485336173,0.0,603,0.014215950647894016,-0.22746458740561806,-0.21324863675772404,-0.003686091646571698,0.0029374534143543824,0.0,-0.10714265518996265,0.705964029599621,-0.09085344538580094,10,-0.09085344538580094,10.042105263157895,40.83771929824562,0.4517543859649123,0.07456140350877193,0.47058823529411764,9.073451327433627,40.32477876106194,7,Goalkeeper,736,0.009510869565217392,14.08562371062351,40.27597664120803,Goalkeeper
England,10955,473,29,14,393.6864342175349,197.0488578384374,5,5,105,331.5,5,64,8,5,1,7,17,2,11,1,2,0,0,5,421.51666666666665,780.3,97,31,10,20,12,12,3,101,5,1,48,120,2.330979943,Harry Kane,Center Forward,Forward,0.4827586206896552,6.618955359614092,2.562176268237713,2.562176268237713,2.135146890198094,1.4946028231386659,1.067573445099047,4.270293780396188,1.067573445099047,1.067573445099047,0.0,10.248705072950852,0.49769845764105813,0.11764705882352941,0.6597938144329897,55.44117647058824,17.352941176470587,35.73529411764706,1.2880594380185357,1.2670776135055348,0.020981824513000902,418,0.222226462034807,1.35653654,507,0.27053968261159655,0.004479927735961602,0.2750196103475582,0.003081481909135253,0.0474486139333343,0.28964047748210825,0.1479239725331865,0.5842091889769236,0.18276136579423552,1,0.18276136579423552,78.95154639175257,41.697938144329896,0.25773195876288657,0.25773195876288657,0.48,79.96373626373627,38.97802197802198,1,Target Forward,647,0.4714064914992272,73.57298093450449,40.38876980248776,Target Forward
England,3382,1099,14,6,322.0124261499829,49.98197517666639,4,16,302,710.6,6,339,15,14,2,1,10,2,23,5,0,3,2,8,457.16666666666663,2627.7,402,31,19,79,14,3,1,111,8,0,69,122,0.084394449,Luke Shaw,Left Back,Fullback/Wingback,0.42857142857142855,6.693401385344514,2.7561064527889174,0.5905942398833395,3.7404301859278166,0.1968647466277798,1.181188479766679,15.552314983594606,1.5749179730222385,2.7561064527889174,0.5905942398833395,13.583667517316808,0.016614291819176084,0.2,0.8432835820895522,52.64705882352941,17.647058823529413,40.44117647058824,1.3674852175172418,1.377334540236916,-0.009849322719674092,1036,0.43103790249778823,0.488031516,1119,0.27114861528543005,-0.0019389844216638754,0.2692096308637662,0.0013199664261749438,0.08485616746219675,0.09607620074371127,0.15197203885217492,0.6037860444640105,0.12229645037244247,2,0.12229645037244247,64.3455223880597,9.869651741293533,0.2064676616915423,0.11442786069651742,0.7608695652173914,64.20496894409938,10.053416149068322,4,Wide Creator,1641,0.26020719073735527,63.47981650322071,12.45152316371224,Wide Creator
England,30714,937,18,8,334.57914055314905,168.97771738887465,11,8,232,597.6,1,242,45,6,1,11,25,7,22,5,1,4,1,4,441.76666666666665,1401.1000000000001,275,70,18,48,30,5,4,126,9,0,47,142,0.841256374,Jude Bellingham,Right Defensive Midfield,Defensive Midfield,0.4444444444444444,15.075831887119898,6.11182373802158,1.0186372896702633,3.667094242812948,2.2410020372745794,0.20372745793405267,9.778917980834528,0.8149098317362107,1.222364747604316,0.8149098317362107,9.575190522900476,0.17138702254583868,0.28,0.88,53.897058823529406,66.91176470588235,91.61764705882352,1.474127326546295,1.3297492334750132,0.1443780930712819,807,0.2061983487904447,0.241323112,970,0.2709064310256195,0.029413781882778326,0.3003202129083979,0.0018266757454105267,0.042008265429276444,0.04916414414849468,0.15910976226367737,0.5955601491933672,0.1068960116949414,3,0.1068960116949414,64.48072727272728,34.98618181818182,0.16,0.13818181818181818,0.8157894736842105,68.32407407407408,34.27074074074074,2,Ball-Winner,1359,0.26416482707873434,64.41172389222727,35.59227945691055,Ball-Winner
England,3336,1178,29,22,212.89497074677652,115.6454418731785,5,2,325,1269.9,21,353,13,2,2,3,13,4,27,6,0,5,2,1,453.71666666666664,4602.7,408,17,43,127,15,6,3,51,21,0,55,63,0.48995566299999993,Harry Maguire,Left Center Back,Center Back,0.7586206896551724,4.363956948168828,2.975425191933292,1.1901700767733168,8.529552216875437,0.5950850383866584,4.165595268706609,25.191933291701872,0.19836167946221947,0.39672335892443894,0.9918083973110973,10.909892370422071,0.0971884281747052,0.3076923076923077,0.8651960784313726,86.91176470588235,10.735294117647058,44.85294117647059,0.7572617971090949,0.747870337763743,0.009391459345351905,1102,0.17450620018724117,0.061030492,1192,0.1483488162187934,0.0018629056483451599,0.15021172186713855,0.0006871704147995417,0.03461534294571143,0.01210611089152555,0.08223508064715142,0.6019724476483205,0.046192690512777905,4,0.046192690512777905,43.244362745098044,23.386764705882353,0.28431372549019607,0.07107843137254902,0.5862068965517241,42.35805555555555,22.528888888888886,0,Deep Playmaker,1752,0.057648401826484015,44.20333630802374,24.63808380592459,Deep Playmaker
England,3943,949,9,5,276.9285205362242,184.35808898714512,6,2,249,531.7,3,306,27,3,1,3,11,4,23,3,0,12,6,1,449.54999999999995,1901.8000000000002,327,38,16,69,19,0,0,90,11,0,27,97,0.0,Declan Rice,Left Defensive Midfield,Defensive Midfield,0.5555555555555556,10.010010010010012,3.8038038038038042,0.0,3.2032032032032034,0.6006006006006006,0.6006006006006006,13.813813813813816,0.2002002002002002,0.6006006006006006,2.4024024024024024,5.405405405405406,0.0,0.36363636363636365,0.9357798165137615,68.6029411764706,33.970588235294116,61.76470588235294,0.21538392709885557,0.3607416859533714,-0.14535775885451585,865,0.1106991487650502,0.018916143,963,0.07222055774842272,-0.0291006524233265,0.043119905325096214,0.0002489987596518561,0.0221619917447548,0.0037870156156156157,0.026067050639394622,0.5997598559135481,0.027644522153968384,5,0.027644522153968384,55.52324159021406,37.058409785932724,0.18654434250764526,0.09174311926605505,0.8666666666666667,55.11035714285714,37.41178571428571,2,Ball-Winner,1442,0.11234396671289876,55.541094572699215,37.801365281442955,Ball-Winner
England,3244,1300,15,11,206.32639046749006,251.74899101221087,6,1,380,1393.8,10,430,9,0,1,1,7,2,20,4,0,2,2,1,464.8833333333333,3896.8,450,14,47,148,10,4,1,73,14,0,20,78,0.587418711,John Stones,Right Center Back,Center Back,0.7333333333333333,3.0975513569712834,1.935969598107052,0.7743878392428208,9.099057111103145,0.1935969598107052,1.935969598107052,28.65235005198437,0.1935969598107052,0.0,0.3871939196214104,3.871939196214104,0.11372247658552324,0.2857142857142857,0.9555555555555556,83.67647058823529,8.823529411764707,23.823529411764703,0.27058801220118767,0.399806769019051,-0.12921875681786332,1251,0.054018809635134016,0.07073746,1311,0.07740137499382911,-0.025016358470457176,0.052385016523371936,0.00021629737186345936,0.010457877317955175,0.013694557200731367,0.02834897293683604,0.607783322075262,0.01396780216436319,6,0.01396780216436319,43.26155555555556,51.08422222222222,0.21777777777777776,0.07555555555555556,0.8529411764705882,40.47235576923077,50.40865384615385,0,Deep Playmaker,2021,0.035625927758535375,43.93739249403347,48.879062444412426,Deep Playmaker
England,3468,383,0,0,57.830548474785616,195.01276238250216,0,0,104,277.50000000000006,0,126,0,0,0,0,0,0,6,0,0,0,0,0,486.3333333333333,4448.2,161,0,3,55,16,0,0,25,4,0,35,32,0.0,Jordan Pickford,Goalkeeper,Goalkeeper,0.0,0.0,2.9609321453050037,0.0,0.5551747772446881,0.0,0.0,10.17820424948595,0.0,0.0,0.0,6.477039067854696,0.0,0.0,0.782608695652174,15.0,2.941176470588235,44.26470588235294,-0.6213347062439425,-0.08396588519099168,-0.5373688210529508,367,0.016808925154075022,0.0,431,-0.01553858053568729,-0.09944453850877089,-0.11498311904445818,-0.0016930100987573365,0.003110630426045412,0.0,-0.05737733646664721,0.6184824077999153,-0.055228103326297705,7,-0.055228103326297705,13.006211180124224,38.63478260869565,0.45962732919254656,0.09316770186335403,0.5333333333333333,12.639215686274511,39.490196078431374,7,Goalkeeper,574,0.010452961672473868,17.274738670890756,39.033101057258634,Goalkeeper
France,3009,1050,8,2,584.8418698878094,127.84546065473467,2,22,298,1701.4,0,180,8,27,1,50,6,0,14,8,9,1,1,11,654.3000000000001,1182.8,233,37,55,32,29,32,30,213,7,1,91,238,5.016751877,Kylian Mbappé Lottin,Left Center Forward,Forward,0.25,5.226960110041265,3.988995873452544,4.401650618982118,7.565337001375515,6.877579092159559,0.0,4.401650618982118,1.513067400275103,3.713892709766162,0.1375515818431912,12.517193947730398,0.6900621563961484,0.0,0.7725321888412017,39.11764705882353,13.382352941176471,65.44117647058823,4.675523380632512,4.520513598792604,0.1550097818399081,1012,0.9764524023288355,0.835716436,1110,0.6218037962575796,0.02132184069324733,0.6431256369508269,0.00462008239192936,0.13431257253491546,0.11495411774415405,0.34981135769997534,0.6856334486010689,0.3126841904685295,1,0.3126841904685295,85.98283261802575,17.385836909871244,0.15879828326180256,0.11158798283261803,0.8461538461538461,83.33351800554017,18.810803324099723,3,Progressive Winger,1510,0.590066225165563,82.1217393390612,22.257857492763524,Progressive Winger
France,3604,352,43,24,449.14148303104895,258.3041753746501,3,3,37,102.9,5,49,14,0,4,0,21,0,6,4,4,1,1,2,432.6166666666667,446.30000000000007,75,60,3,9,3,17,0,40,1,1,34,53,3.035955272,Olivier Giroud,Center Forward,Forward,0.5581395348837209,12.69021843818623,0.6241091035173556,3.536618253265015,0.6241091035173556,0.0,1.0401818391955926,1.8723273105520668,0.4160727356782371,0.0,0.20803636783911855,7.07323650653003,0.6315891077089031,0.0,0.6533333333333333,69.55882352941177,49.705882352941174,9.558823529411764,2.2857286022772314,1.9889504877792206,0.29677811449801084,267,0.03627694905871739,0.138370695,380,0.4137740352894322,0.06174064099430822,0.4755146762837404,0.008560781281937196,0.007546924718460296,0.02878613680317448,0.2418349574701434,0.5905089064312852,0.23768881152749144,2,0.23768881152749144,68.87866666666666,41.92133333333333,0.21333333333333335,0.3333333333333333,0.48,78.95307692307692,44.17923076923077,1,Target Forward,424,0.37264150943396224,71.07514107481698,41.30710304474411,Target Forward
France,5477,753,6,3,537.6134064535473,473.25140144641125,4,18,193,962.9999999999999,0,149,21,20,4,18,12,4,4,8,0,3,3,12,448.0,905.1,191,90,32,17,21,8,8,95,6,1,60,107,0.362467341,Ousmane Dembélé,Right Wing,Attacking Midfield/Wing,0.5,18.883928571428573,4.21875,1.6071428571428572,6.428571428571429,3.6160714285714284,0.0,3.4151785714285716,2.4107142857142856,4.017857142857143,0.6026785714285714,12.053571428571429,0.07281709975446428,0.3333333333333333,0.7801047120418848,60.514705882352935,80.88235294117648,70.1470588235294,1.7454192332952516,1.6903761512221536,0.05504308207309805,640,0.5584051399537464,1.293685838,794,0.33958449466516477,0.011057762023613447,0.35064225668877824,0.002727217552023831,0.11217960400856512,0.25989224424107144,0.1985752144117093,0.5989304812834224,0.2019578807881487,3,0.2019578807881487,82.21047120418848,66.65706806282722,0.13612565445026178,0.1099476439790576,0.9047619047619048,79.55943396226414,69.07688679245283,3,Progressive Winger,1041,0.5350624399615754,78.07009018933235,63.26263388309536,Progressive Winger
