match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version
3869253,2022-12-05,21:00:00.000,4,1,available,available,2023-06-06T07:12:35.194539,2023-06-19T13:27:43.114201,4,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,781,Brazil,male,,31,Brazil,791,South Korea,male,,121,Korea (South),33,Round of 16,1001115,Stadium 974,185,Qatar,76.0,Clément Turpin,78.0,France,Adenor Leonardo Bacchi,Paulo Jorge Gomes Bento,547,Adenor Leonardo Bacchi,Tite,1961-05-25,31,Brazil,5688,Paulo Jorge Gomes Bento,Paulo Bento,1969-06-20,183,Portugal,1.1.0,2,2
3869152,2022-12-04,17:00:00.000,3,1,available,available,2023-03-29T17:33:46.676666,2023-06-18T15:31:37.811846,4,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,771,France,male,,78,France,789,Poland,male,,182,Poland,33,Round of 16,1000838,Al Thumama Stadium,185,Qatar,1847.0,Jesús Valenzuela Sáez,246.0,Venezuela (Bolivarian Republic),Didier Deschamps,Czesław Michniewicz,545,Didier Deschamps,,1968-10-15,78,France,5294,Czesław Michniewicz,,1970-02-12,182,Poland,1.1.0,2,2
3869117,2022-12-03,17:00:00.000,3,1,available,available,2023-03-19T06:42:53.735484,2023-04-26T23:37:58.786835,4,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,941,Netherlands,male,,160,Netherlands,1839,United States,male,,241,United States of America,33,Round of 16,1000253,Sheikh Khalifa International Stadium,185,Qatar,986.0,Wilton Pereira Sampaio,31.0,Brazil,Louis van Gaal,Gregg Berhalter,788,Louis van Gaal,,1951-08-08,160,Netherlands,93,Gregg Berhalter,,1973-08-01,241,United States of America,1.1.0,2,2
3857270,2022-11-28,19:00:00.000,2,0,available,available,2026-05-03T16:08:58.928274,2026-05-03T16:12:46.065558,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,780,Portugal,male,H,183,Portugal,783,Uruguay,male,H,242,Uruguay,10,Group Stage,1001114,Lusail Stadium,185,Qatar,741.0,Alireza Faghani,14.0,Australia,Fernando Manuel Fernandes da Costa Santos,Diego Martín Alonso López,607,Fernando Manuel Fernandes da Costa Santos,Fernando Santos,1954-10-10,183,Portugal,3633,Diego Martín Alonso López,Diego Alonso,1975-04-16,242,Uruguay,1.1.0,2,2
3857263,2022-11-27,19:00:00.000,1,1,available,available,2026-05-03T16:07:06.421378,2026-05-03T16:10:26.484913,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,772,Spain,male,E,214,Spain,770,Germany,male,E,85,Germany,10,Group Stage,1001113,Al Bayt Stadium,185,Qatar,293.0,Danny Desmond Makkelie,160.0,Netherlands,Luis Enrique Martínez García,Hans-Dieter Flick,793,Luis Enrique Martínez García,Luis Enrique,1970-05-08,214,Spain,3371,Hans-Dieter Flick,,1965-02-24,85,Germany,1.1.0,2,2
3857259,2022-11-28,10:00:00.000,3,3,available,available,2026-05-03T15:40:54.036463,2026-05-03T15:42:45.260902,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,2722,Cameroon,male,G,39,Cameroon,786,Serbia,male,G,203,Serbia,10,Group Stage,117897,Al Janoub Stadium   ,185,Qatar,737.0,Mohamed Abdulla Hassan Mohd,239.0,United Arab Emirates,Rigobert Song Bahanag,Dragan Stojković,1001250,Rigobert Song Bahanag,,1976-07-01,39,Cameroon,5908,Dragan Stojković,,1965-03-03,203,Serbia,1.1.0,2,2
3857283,2022-11-27,13:00:00.000,0,2,available,available,2026-05-03T15:38:39.723735,2026-05-03T15:40:42.835778,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,782,Belgium,male,F,22,Belgium,788,Morocco,male,,154,Morocco,10,Group Stage,1000838,Al Thumama Stadium,185,Qatar,740.0,César Arturo Ramos Palazuelos,147.0,Mexico,Roberto Martínez Montoliú,Walid Regragui,263,Roberto Martínez Montoliú,Roberto Martínez,1973-07-13,214,Spain,1000518,Walid Regragui,,1975-09-23,154,Morocco,1.1.0,2,2
3857286,2022-11-20,16:00:00.000,0,2,available,available,2026-05-03T16:05:33.394676,2026-05-03T16:08:18.843212,1,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,3566,Qatar,male,A,185,Qatar,3565,Ecuador,male,A,65,Ecuador,10,Group Stage,1001113,Al Bayt Stadium,185,Qatar,269.0,Daniele Orsato,112.0,Italy,Félix Sánchez Bas,Gustavo Julio Alfaro,5710,Félix Sánchez Bas,Félix Sánchez,1975-12-13,214,Spain,2881,Gustavo Julio Alfaro,Gustavo Alfaro,1962-08-14,11,Argentina,1.1.0,2,2
3857300,2022-11-22,10:00:00.000,1,2,available,available,2026-05-04T01:42:53.551210,2026-05-04T01:51:00.290088,1,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,779,Argentina,male,C,11,Argentina,799,Saudi Arabia,male,C,200,Saudi Arabia,10,Group Stage,1001114,Lusail Stadium,185,Qatar,943.0,Slavko Vinčić,208.0,Slovenia,Lionel Sebastián Scaloni,Hervé Renard,5677,Lionel Sebastián Scaloni,,1978-05-16,11,Argentina,642,Hervé Renard,,1968-09-30,78,France,1.1.0,2,2
3857299,2022-11-28,13:00:00.000,2,3,available,available,2026-05-03T16:08:02.234658,2026-05-03T16:12:09.602169,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,791,South Korea,male,H,121,Korea (South),4885,Ghana,male,H,86,Ghana,10,Group Stage,94425,Education City Stadium ,185,Qatar,8.0,Anthony Taylor,68.0,England,Paulo Jorge Gomes Bento,Otto Addo,5688,Paulo Jorge Gomes Bento,Paulo Bento,1969-06-20,183,Portugal,1001251,Otto Addo,,1975-06-09,86,Ghana,1.1.0,2,2
3857293,2022-12-02,15:00:00.000,0,2,available,available,2026-05-04T01:47:06.968111,2026-05-04T01:49:10.912090,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,4885,Ghana,male,H,86,Ghana,783,Uruguay,male,H,242,Uruguay,10,Group Stage,117897,Al Janoub Stadium   ,185,Qatar,225.0,Daniel Siebert,85.0,Germany,Otto Addo,Diego Martín Alonso López,1001251,Otto Addo,,1975-06-09,86,Ghana,3633,Diego Martín Alonso López,Diego Alonso,1975-04-16,242,Uruguay,1.1.0,2,2
3857291,2022-11-23,16:00:00.000,7,0,available,available,2026-05-03T16:08:38.580488,2026-05-03T16:12:13.412295,1,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,772,Spain,male,E,214,Spain,795,Costa Rica,male,E,54,Costa Rica,10,Group Stage,1000838,Al Thumama Stadium,185,Qatar,,,,,Luis Enrique Martínez García,Luis Fernando Suárez Guzman,793,Luis Enrique Martínez García,Luis Enrique,1970-05-08,214,Spain,3094,Luis Fernando Suárez Guzman,Luis Fernando Suárez,1959-12-23,49,Colombia,1.1.0,2,2
3857281,2022-11-27,16:00:00.000,4,1,available,available,2026-05-04T01:47:00.853566,2026-05-04T01:51:52.104873,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,785,Croatia,male,F,56,Croatia,1833,Canada,male,F,40,Canada,10,Group Stage,1000253,Sheikh Khalifa International Stadium,185,Qatar,1814.0,Andrés Matonte,242.0,Uruguay,Zlatko Dalić,John Herdman,307,Zlatko Dalić,,1966-10-26,56,Croatia,4435,John Herdman,,1975-07-19,68,England,1.1.0,2,2
3857280,2022-12-02,19:00:00.000,1,0,available,available,2026-05-03T15:41:58.839286,2026-05-03T15:44:07.018244,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,2722,Cameroon,male,G,39,Cameroon,781,Brazil,male,G,31,Brazil,10,Group Stage,1001114,Lusail Stadium,185,Qatar,438.0,Ismail Elfath,241.0,United States of America,Rigobert Song Bahanag,Adenor Leonardo Bacchi,1001250,Rigobert Song Bahanag,,1976-07-01,39,Cameroon,547,Adenor Leonardo Bacchi,Tite,1961-05-25,31,Brazil,1.1.0,2,2
3857279,2022-11-22,19:00:00.000,4,1,available,available,2026-05-04T01:44:53.405576,2026-05-04T01:50:33.615237,1,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,771,France,male,D,78,France,792,Australia,male,D,14,Australia,10,Group Stage,117897,Al Janoub Stadium   ,185,Qatar,2366.0,Victor Miguel de Freitas Gomes,211.0,South Africa,Didier Deschamps,Graham James Arnold,545,Didier Deschamps,,1968-10-15,78,France,5696,Graham James Arnold,,1963-08-03,14,Australia,1.1.0,2,2
3857262,2022-12-02,15:00:00.000,2,1,available,available,2026-05-03T16:05:21.572751,2026-05-03T16:07:48.636747,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,791,South Korea,male,H,121,Korea (South),780,Portugal,male,H,183,Portugal,10,Group Stage,94425,Education City Stadium ,185,Qatar,1094.0,Facundo Tello Figueroa,11.0,Argentina,Paulo Jorge Gomes Bento,Fernando Manuel Fernandes da Costa Santos,5688,Paulo Jorge Gomes Bento,Paulo Bento,1969-06-20,183,Portugal,607,Fernando Manuel Fernandes da Costa Santos,Fernando Santos,1954-10-10,183,Portugal,1.1.0,2,2
